lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
1238;Weak knowledge about customer's application domain;"Not being users of the product itself, it is difficult to understand the actual use thereof; requirements for other countries where we do not know the market or cultural details";Complexity of project;4;25;18;;;
1239;Communication flaws between the project and the customer;several levels of hierarchy between project and customer;Missing direct communication to customer;1;82;0;;;
1239;Communication flaws within the project team;time pressure;Lack of time;2;67;1;;;
1239;Inconsistent requirements;"too many people working on requirements; time pressure";Lack of time;4;67;5;;;
1239;Moving targets (changing goals, business processes and / or requirements);customer changes their plan with insufficient synchronisation with the project;Lack of change management at customer side;5;57;9;;;
1239;Underspecified requirements that are too abstract and allow for various interpretations;difficulties finding the right level of abstraction;Requirements remain too abstract;3;111;15;;;
1262;Communication flaws between the project and the customer;Lack of Project Communication plan;Lack of requirements management;2;65;0;;;
1262;Incomplete or hidden requirements;"Lack of expertise to gather requirements;not clear idea on client side";Lack of experience of RE team members;3;61;4;;;
1262;Time boxing / Not enough time in general;Wrong estimates;Poor project management;1;106;13;;;
1266;Moving targets (changing goals, business processes and / or requirements);customer processes updates, not informed before their implementation to the company, so it can make the relevant changes to the requirements.;Volatile requirements;4;134;9;;;
1266;Stakeholders with difficulties in separating requirements from previously known solution designs;Vices of the operation, the process and the key people for the business.;Lack of a well-defined RE process;1;56;10;;;
1266;Technically unfeasible requirements;Not all business processes have sufficient maturity to implement projects based on safety and operation standards;Missing company wide standard;2;78;11;;;
1266;Terminological problems;Change scenarios in sequential cascade of users.;Volatile requirements;5;134;12;;;
1266;Volatile customer's business domain regarding, e.g., changing points of contact, business processes or requirements;Conflicts of interest between the responsibles for elaborating the contract and the normal ones  in relation  to the main requirements;Conflict of interests at management level;3;29;16;;;
1273;Time boxing / Not enough time in general;late requirements, ressouce problem;Insufficient resource plan;1;52;13;;;
1275;Time boxing / Not enough time in general;Organization;Poor project management;2;106;13;;;
1279;Communication flaws between the project and the customer;Our customers are not typically savvy with technology so it can be difficult to determine what they really need;Missing IT project experience at customer side;5;87;0;;;
1279;Incomplete or hidden requirements;Similar to weak knowledge of the customer domain;Missing domain knowledge;3;84;4;;;
1279;Moving targets (changing goals, business processes and / or requirements);As technology changes, customer expectations also change and it is tough to keep up;Unexpected changes in requirements;4;131;9;;;
1279;Time boxing / Not enough time in general;Too many ideas to implement within time expectations;High quality expectation of customer;1;41;13;;;
1279;Weak knowledge about customer's application domain;We are a commercial software company so it can be difficult to fully understand the customer domain;Stakeholders lack business vision and understanding;2;117;18;;;
1283;Communication flaws between the project and the customer;Innappropriate people used as stakeholders, lack of knowledge;Weak qualification of stakeholders;1;137;0;;;
1283;Inconsistent requirements;Lack of knowdledge,  competing factions  amongst stakeholders;Conflicting stakeholder viewpoints;4;31;5;;;
1283;Insufficient support by customer;Lack of time, lack of knowledge;Missing RE awareness at customer side;2;94;6;;;
1283;Moving targets (changing goals, business processes and / or requirements);Lack of sufficient strategic planning on the customer side;Lack of change management at customer side;5;57;9;;;
1283;Weak access to customer needs and / or (internal) business information;Innappropriate people used as stakeholders, lack of knowledge;Weak qualification of stakeholders;3;137;17;;;
1288;Communication flaws between the project and the customer;detailed feedback is missing;Requirements remain too abstract;4;111;0;;;
1288;Communication flaws within the project team;information comes to late;Lack of requirements management;2;65;1;;;
1288;Time boxing / Not enough time in general;"bad requironment; management expections";Lack of requirements management;1;65;13;;;
1288;Weak knowledge about customer's application domain;a lot of customers;Many customers;3;71;18;;;
1289;Time boxing / Not enough time in general;Budgets and the fact customer makes in forefront requirements engineering;Poor project management;1;106;13;;;
